angles,hy95VyPet-M,well welcome back the title of this lesson is called angles and degree measure this is part one so we're embarking on a completely new set of topics here which are actually incredibly crucial to your future education and math going into calculus going into engineering and more advanced topics here in math because we're going to 
,,be talking about angles we'll want to be talking about trigonometric functions sine cosine tangent we'll be talking about a lot of triangle trigonometry we'll be graphing trigonometric functions and all of this stuff boils into and kind of feeds into talking about wave motion because wave motion can be described using angles and and trigonometry concepts like this which has applications in every branch of engineering that you're going to study so I'm not exaggerating when I say what we're learning here is absolutely critical now the beginning of this journey starts with talking about what is an angle okay so what we're gonna do now is go over that right now in general when you're talking about angles there are two main ways there are others but there are two main ways that we measure angles we measure them in degrees that's what we're gonna be talking about here and then later on we're gonna be talking about another measure of angles called radians so I know you might want to might have confusion or be thinking about radians in the back of your mind but put the Radian questions off to the backburner I want to teach you how to do all the 
,,stuff in degrees first because it makes more sense then we're going to jump back in and talk about Radian angle measure in just a little bit okay so let's talk about what we all know and that is that a circle probably learn this you know back in geometry or even in earlier math the math has what we call 360 degrees so the question mark is what is a degree right well really what it is is if you take a circle and you chop going around that circle into 360 equal pieces then one of those little pie wedges of a circle after you chop it up like that is what we call a degree now why is it 360 degrees why isn't it 380 degrees or why is it you know not 270 degrees well that goes into the history of math and map making and other things and why that is the case we're not going to talk about the why we're gonna talk about what it is but ultimately the 300 sixty degrees is just the measure that we have landed on here it doesn't make a lot of intuitive sense why it's 360 degrees later on we talk about radians that will make a lot more sense why Radian measure is defying the way that it is but for now we're only talking about degrees and so we're just 
,,going to take it as a fact that the people that you know figured out geometry and map making and surveying and things like that in the past set on 360 degrees for a 
,,very good historical reason we're not going to talk about the historical reason here but what it basically means is if ice if I have a circle like this if I start at one point in the circle like this and if I travel all the way around like this all the way around back to my starting position so my arrowhead is right here and what I mean by that is if I kind of take from the radius here of the circle and start at this location and sweep out all the way like a clock all the way back to where 
,,I started with this is what we call 360 full divisions of that going around the circle we call that a degree and obviously we can talk about Radian measure which splits the circle into its gonna end up being two pi radians you see pi is involved when we have radians so we're gonna save radians for later because I want to get through the fundamental concepts first all right so this is a full circle right but angles in general like in triangles are not a full circle so what we have here for in general is if we have an acute angle or something then we might have an angle that goes up like this it's not a complete circle because this angle measure that we're gonna ultimately be talking about is only a portion of a circle you see the entire circle goes all the way around to 360 degrees and then this amount that this thing is open if you can imagine like a circle kind of going like the boundary of the circle kind of going like this this is just a fraction of going all the way around the circle so it's not 360 full degrees in this particular case it might be something like 45 degrees let's say and the angle measure is measured from you know this line up to this line right so you need to kind of start getting used to measuring these angles opening and closing in the following way we have two sides of this angle side right here it's called the initial side and then over here when we get up to where we're kind of going this part is called the terminal side initial and terminal now in this part of math when we kind of get out of basic geometry and we're starting to talk about really weird angle measures that go all the way around the circle we generally have to start measuring the angle from some known location so from here on out we're going to be measuring angles from the positive x-axis we have to have a starting point so we measured from the positive x-axis what I mean by that is this imagine that this is an XY plane and the x axis actually continues on here so this is the x axis right and so you can imagine this part right here this would be the y axis something like this so this going from the x axis to the y axis this is 90 degrees and about half way through there we stopped roughly halfway I'm a I'm not exact am i drawing here right halfway so this is half of 90 which makes this about 45 degrees and then of course you can continue past 90 and kind of go all the way around in which case you get back to 360 degrees so these are little angles that we've used and looked at in the past for instance in triangles but here when we get into the trigonometry and kind of more advanced learning we have even 
,,larger angles that we deal with and that can look a little weird at first so here we have this initial side instead of opening up and stopping somewhere here let's continue on and measure that angle all the way down let's just talk about an example coming down here so let's call this the terminal side now you might be tempted to talk about the angle measure in here and you of course can take a look at that angle right here but in general you want to start at the terminal of the initial side and when you want to go in a counterclockwise direction remember clocks go like this right so counterclockwise goes the other way so we want to take a look at the angle measure that goes through this so if over here is 90 degrees then over here would be 180 degrees that makes sense 180 degrees over here and this is just a little bit bigger than 180 degrees so in this example this is 225 degrees so it is perfectly valid to have an angle larger than 90 degrees and angle larger than 180 degrees now it's a little weird the first time you see that because usually in geometry you're only talking about little angles inside of a triangle and they're always these are often these little acute angles but in trigonometry and precalculus and calculus we have angles that go way beyond 90 degrees way beyond 180 degrees all the 
,,time so it is true that you do have a smaller angle in here we could define that by the way it would be 360 degrees minus 225 that would be what this angle is because going all the way around is 360 so if we subtract that away that would be that angle of course we could take a look at that but in general we're measuring counterclockwise from the initial to the terminal side and it's they could be large numbers like this which leads me to the next thing that I want to write down that's important okay so when you're measuring angles when you have something like clockwise measurement clockwise which means going the other way like this these are what we call negative angles that's the other weird thing when you get out of geometry and you start getting into trig and precalculus like this you can have negative angles and positive angles now in all of these example we start up here and we're going counterclockwise counterclockwise counterclockwise so the other direction like this is counterclockwise this is the direction we've been measuring for these guys right here so counter them put a C clockwise okay these guys are always going to be positive angles it's extremely important you understand that you know the basic ideas of algebra you learn what a positive number was that's going along the to the right going on the number line towards the right and negative values those are going the other direction pass zero on the number line same thing for Y positive is up negative is down you had to learn all that in the beginning so here we're talking about something similar it's extremely important for you to understand if I start at some initial side and I measure angles in the counterclockwise direction in this way I'm measuring by definition by convention positive angles that's why this is positive 45 and positive 225 but if I start at this initial side and I measure an angle below the axis like this and then I'm going the other direction in the clockwise direction I'm going to by definition define and be looking at negative angles so let me give you an example of that so if for instance you have the initial side right here so I'm going to call this initial remember they're always measured relative to the x-axis like this so the initial side and then I have an angle that comes down something like this but for whatever reason I do not take and look at this angle over here that's a positive angle instead I start here and I go and look at the angle below I start sweeping down below like this in a clockwise fashion this means this is a negative angle so it's negative 60 degrees in this case so when you see negative angles it just means angles that are measured below the x-axis and these angles of course you can measure negative angles all the way around right but if you start here and you go in the counterclockwise direction you're measuring positive angles so one direction you're measuring positive angles the other direction measuring negative angles you're never going to get away from this idea in Matt so you have to remember that okay so let's take a look at what this actual angle is we just said it's about negative 60 degrees that makes sense because if you imagine this vertical line being here this is about 90 degrees negative 90 degrees and so it's 
,,not quite there so it's a negative 60 degrees okay now what to describe something to you and that is the idea that we are measuring the angle from here to here and so it's a negative and this is if you get a protractor it's about negative 60 degrees but we're perfectly free to measure this angle in the other direction going the 
,,other way it's perfectly fine to define angles measured to different directions okay when you measure going below the x-axis it's negative measurement of angles when you measure one the other way it's a positive so how would you figure out what this positive angle is if I were to start here and measure in the positive direction 
,,okay how would I do that well you know that this that this line right here is the zero spot right and you know that you can go all the way around the circle and get 
,,back to 360 degrees right and you also know that this angle is negative 60 degrees so what I can do if I want to define this angle I'm gonna call it theta I can say 
,,that it's the angle I started with negative 60 and I can add 360 degrees to it because any angle this is important any angle that I add 360 degrees to it just brings me back to the exact same location because remember if I start anywhere on this circle like if I start here and add 360 degrees to that position I'm gonna end up exactly where I started if I start down here and add 360 degrees I'm going to end up exactly where I started if I have an angle of negative 60 degrees and I add 360 degrees to it I'm gonna get exactly where I am this arrow will be the same but the angle measure will actually be a positive number what will this angle B so negative 
,,360 plus 60 you might have guessed is 300 positive 300 degrees so this angle here can actually be measure two ways I can measure it as a positive 300 degrees makes sense right because this is 90 degrees this is 180 this is 270 degrees going down and just a little bit past that is gonna be 300 degrees so that's 300 degrees but it's exactly the same angle measure as negative 60 degrees so to kind of bring that home let me shorten this this little leg right here just because the actual length 
,,of it doesn't matter and I'm gonna put kind of a nice conclusion down under here that's really important what we're basically saying is that 300 positive 300 degrees is the same angle that this little symbol means angle the same angle as a negative 60 degree angle in other words if I go to the grocery store and tell somebody hey I have a 300 degree angle or if I tell somebody hey I have a negative 60 degree angle I'm talking about exactly the same angle right just like five tenths is a fraction and it means exactly the same thing is one half but that also means exact Klee the same thing is 50 100 s but that means the same thing as 500 1000 so you see the pattern here or for 8 or 3 6 I can go on and on all day they all mean 1/2 so angle is the same way I can have multiple ways of representing the position of this terminal line right here someone positive someone negative angles in fact I'll take this opportunity to tell you then of course I started here I added 360 degrees to 
,,it might not this angle what if I add 360 degrees again I could add 360 degrees to the 300 degree angle what am I going to get 660 degrees so 360 plus the 300 is 660 so this angle also can be negative 60 degrees it could be 300 degrees or if I add 360 again it could be 660 degrees I can add another 360 and another 360 you know I can keep doing this forever and I can come up with many many many an infinite number of nut of angles measurements that actually correspond to exactly the same thing okay you have to kind of get used to that when we talk about this alright so we talked about angles how they're measured positive angles negative angles now we need to talk about quadrants quadrants of the XY plane all right because you're gonna be asked to be a giving or talking about the quadrants where these angles kind of 
,,exist in the XY plane okay so we'll talk about a couple right here so this is the x-axis this is the y-axis right so let's take a look at an angle that exists let's 
,,say right here now every angle has to have an initial side and a terminal side the initial side from now on unless I tell you otherwise the initial side is always going to be the x-axis the initial side is the x-axis and the initial side is the x-axis even here I kind of didn't draw it but the initial side was the x-axis right there so the angle that defines this guy right here starts from here and ends right here so you could say that that angle goes up something like this I can draw it really close if I want to or I could draw it far away it doesn't matter as long as I start somewhere and in somewhere that angle can be defined like this what is this 
,,angle well I'm going to tell you that this angle is 6 degrees okay now you have to go back and think about quadrants we talked about quadrants a long time ago this is quadrant number one this one over here is quadrant number two this one over here is quadrant three and then this one over here is quadrant four so it goes the same measurement the same direction of positive angle measures goes quadrant one quadrant two quadrant three quadrant four like this so if I asked you what quadrant is this angle in then it would be a simple answer you would say well the quality a terminal line here this is the initial and this is the terminal the terminal part of the angle is in quadrant one so we say this is quadrant one angle because you're gonna have some problems that'll basically say let me know what quadrant this angle is in all you do is look and see where the line the terminal line of the angle Falls that's the quadrant it's in okay but we've said that all angles can be measured positively or they could be negative measures how would you measure this angle in the negative fashion if I were to measure this angle in a negative fashion then I get the right color let's use this one if I measure this angle in a negative fashion I would have to start again at the x-axis but I would have to go the other direction all the way back to here like this and this angle would not be a positive angle it will be a negative angle because it's measured down going below in a clockwise 
,,fashion like that how can I figure out what this angle measure is well this is negative 90 degrees this is negative 180 degrees this is negative 270 degrees and this is just a little bit more than that and since you know that this is 60 and you know that this is another 90 you could probably guess what this angle is this angle is negative 300 degrees negative 300 degrees how do you know it's negative 300 because this is negative 90 negative 180 negative 270 and this has to be 30 more because this is 60 and 30 and 60s 90 hasn't been 30 more from 270 so it has to be a negative 300 so another way to say that I mean we kind of talked through it and that's 
