AlgebraicExpression,CT9iX5osAs4,hello grade 8 children today I am here with another new topic we'll see what's the topic about you have done numbers two plus three and a half minus five oh you have done point three plus 95 so all these are with numbers so we call this is number theory then you have done straight lines circles squares parallel lines and angles 
,,all are these geometry what about letters what are these two x plus three Y minus five plus three X letters and numbers combination we call that algebra so today we 
,,are doing about algebra so what's the topic chapter five algebraic expression so we'll find out what are the terms involved in this uni and what are the concepts look at this one the price of a coconut is 48 rupees the distance from Colombo to Gul is hundred kilometers there are 31 days in the month of January Ravinder gets 80 points in mathematics course so what are they is 48 130 180 what are those those are numbers if I ask you a question what's the height of a student in grade 8 class so we can't give a specific value usually the height of the students in the class will be different from one another so therefore we need to define a term called variable so what's variable changing values of height as it is not a fixed number so when you don't get a fixed number when the value is changing we call those are variables we use algebraic terms or expressions to denote changing values so we'll take height as a letter so we use algebraic expression like x today not changing values any letter this one profit varies from one day to another day from Nima's three-wheeler so it's changing all the time it can be named as I'll put a receipt a so what's a it's a variable because it's changing all the time this one radius of three circles are three centimetres four centimetres and five centimetres respectively when we consider radius of the circle we can take this one is R that's a variable we can use a letter so what's the R value we can write R equals three centimeters R equals four centimeters that our equals five centimeters so what's the variable they are our that's the radius of the circle this one city does a bias certain number 
,,"of string hoppers to sell in his boutique every day if we do not know the number exactly can show it as another variable we'll take simple B where B is an unknown set we don't know exactly the amount of string hoppers that city dancer buys look at this one in the figure above shows three containers of the same size all three containers contain an equal amount of liquid it can be considered as what you can use another letter H because it is an unknown constant because we don't know exactly what's the water level is so here what's the variable H height of water so lowercase letters such as a b c or you can put X Y Z so any simple lowercase letters we can use to represent variables so it can be an unknown constant or a variable look at this one the daily income of poachers fruit shop can be stated as X so what is X they are jail income he saved his income by 2,000 rupees a day find the remaining amount of money what's the total income X he's saving to thousand rupees each day so what's the remaining amount you can write in terms of X X is the total value daily income subtract 2000 so the remaining amount is X minus 2000 so this is an algebraic expression so what are the terms terms in this algebraic expression we can write x an mm so those are called terms of algebraic expression so what are the terms "
,,you learn now you learned about variable and we can use simple letters for variables and the next term is terms of an algebraic expression look at this one the price of a coconut is extra base the price of 8 coconut so what you do you have to multiply by 8 so one coconut is x and x 8 so what's the value you get 8x rupees so what are the terms you can say 8x is an algebraic term and the number in front of the letter here X is the variable the number in front of the letter is called coefficient so what's the coefficient in this term 8 8 is the coefficient of the algebraic term we learned about variables terms and coefficient now look at this one combination of algebraic terms 5x plus 3y minus 4z that's called algebraic expression so what are these 5 x 3y minus 4 are the algebraic terms and what about this one the number in front of the letter what you call that coefficients coefficients and terms the width of the rectangle is X its length is 7 its length is 7 meters more than the rich right the algebraic expression for the length so how can we write down length 7 more than that ex-mo more means in maths plus addition X plus 7 is the length so what's the algebraic expression for length X plus 7 if the length of the rectangle is wild now they have given this one is y if this one is y write down the algebraic expression for width we know the width is 7 meters less than the length so we can write by -7 if you take length as Y that's Y minus 7 is the weight the price 
,,of a pen is extra pays the cost of a pencil is why rupees the price of a book is 0 please so what about price of three prints one is X and 3 you have to multiply by 
,,3 3 X 3 times X you don't need to write down the multiplication sign you can write 3x price of 4 pencils one pencil is why 4 pencils for y price of several books one book is zero Peas seven books 7z give the cost of buying all the above in the form of an algebraic expression so the total cost we can add it together 3x plus 4y plus 7c that's an algebraic expression write the terms of this algebraic expression so you have given an algebraic expression what are the terms 3x for bi and 7z coefficient of 3 X we know what is coefficient means the number in front of the letter that's 3 coefficient of 4y what's the number in front that's four coefficient of 77 is the coefficient there build algebraic expression for the following statements we'll try to write in terms of letters you can take these letters given add 7 to the double of X what if double means 2 times X so adding 7 to double of X means 2x 2x plus 7 subtract 6 from the 3 times of X but if three times means 3x 3x and you have to subtract 6 subtract 3 from the sum of x and y sum of x and y means the addition X plus 1 and subtract 3 divided by y how you divide we can write x over 1 divide X by y and subtract from seven so that turns that you have to subtract from seven that means seven - so we'll write seven minus x over Y not X over Y minus 7 because from 7 you have to subtract this amount divided the multiplication of a and B multiplication of a and B by 3 means a B divided by 3 divided the multiplication of 
,,a and B by 3 and subtract from 10 from 10 means 10 minus this value filling the gaps in the following table algebraic expressions are there as you break terms so you have to write down only algebraic terms so what are the algebraic terms 7 x + 3 by what's the coefficient 7 & 3 what are the I do break terms here 6a + 3 B here you don't write down these constants algebraic terms means only terms with letters what are the coefficients 6 & 3 here Excel why hyphens are 1 and 1 in this one 3 a coefficient is 3 this one - 3 X + 7 5 coefficients are -3 here and so this one you get a fraction but here this is an algebraic term 2x over 3 you can write X in the numerator and 3 by over 5 also an algebraic term then what's the coefficient you have to take the whole thing the fraction 2/3 three fits this one this is an algebraic term 5x over 7 and minus 2y over 3 so what's the coefficient there five over seven is the coefficient of x term and minus two-thirds is the coefficient of weiter look at this question the cost of an arranges extra pays the cost of an apple is y rupees the cost of a mango is zero peas build algebraic expressions for the following price of two oranges and five mangoes oranges is X so 2x plus because this is both together five mangoes one mango easy five mangoes 5z price of two mangoes and seven apples two mangoes is to Z and seven apples Apple is why rupee so 7 y cost of six oranges and eight apples six oranges one orange is X plus six six and eight apples one Apple is why that's eight why price of five oranges seven apples and three mangos five oranges that's 5 X 7 apples 7 y then 3 mangoes 3z question number five cost of one orange one apple and two mangoes one Apple is why and one orange is X and two mangoes - Z - look at this one right down the algebraic expression for the total cost to buy three kilos of sugar two kilos of Thailand five kilos of flour we are one kilo of each product is a rupees be rupees and C rupees respectively so what are the values total cost we need three kilos of sugar so sugar is a so three a five kilos then two kilos of Dar Daly's be rupees to be and five kilos of flour flour is C rupees of five C next one one kilo of red dollies extra peas and one kilo of yellow dollies why rupees write down an algebraic expression for the extra mounts pen for buying five kilos of yellow da then three kilos of red that means the price is high when you buy five kilos of yellow da so what's the difference five 
,,kilos of yellow doll yellow one is by rupees 5 i- three kilos of red on red dollies extra piece per kilo so 3x so the difference is this well the capacity of a bucket days M liters and bucket B is in liters you need to use 12 buckets of a and eight buckets of B at once to fill a tank what is the capacity of the track so what's the total amount of a buckets yeah 12 a buckets so M liters are there so 12 M then what about from B buckets so need eight buckets of B each bucket contained in liters so eight and so the capacity of the tank is 12 m + 8 in the father's age in one of the families years the age of the mother is beers the daughter's age is Sears give the sum of ages of the father and mother in the form of an algebraic expression fathers ages a mother's ages B so the total is a plastic give the sum of the age of the mother and daughter in the form of an algebraic expression mother's age is B daughters ages the total of the ages of the father mother and dot all three of them a plus B plus C write the sum of the total age of the three above after 10 years in the form of an algebraic expression so we have to add 10 for each value 10 and 
,,10 and 10 for all three people that means 30 so the total value is a plus B plus C plus 30 so after 10 years this is the total value manufacturers men extra piece to make a table the manufacturer made a profit of twice as much as the cost price and sold it to a retailer the retailer solely to the consumer with a profit of by rupees right the profit of the manufacturer in the form of an algebraic expression so how can you write down an algebraic expression manufacture a spend X to make a table that's the cost value the manufacturer made a profit of twice as much as the cost price so what's the profit to X so write the profit of the manufacturer in the form of an algebraic expression err so that's 2x give the selling price of the table by the manufacturer in the form of an algebraic expression so the profit is 2x and the cost price is X so what's the selling price X plus 2x when you add it that's 3x so that's the selling price right the selling price of the retailer to the consumer in the form of an algebraic expression now the retailer sold it to the consumer with a profit of Y rupees so this is the price this retailer bought that means 3 X and he keeps by rupee profit so you have to add Y so this is the selling price of the retailer to the consumer the shape shown in the above is a square and a rectangle made out of matchsticks give the perimeter of the square in the form of an algebraic expression one side is given X for sides and there X plus X plus X plus X 
