Operations of While number,P6Q9bcmJYys,if I start counting where do I start usually I start from one so I start from one and then I go to two three four five when I keep doing this how far can I go I can 
,,keep going I can keep going forever so if I can keep doing this then what am I doing here I start from one and then I count forever if I do that then I get a family 
,,of numbers so I'm getting this big family here all the numbers that I will meet when I do this I'll first meet one then meet to then meet three I'll keep going then 
,,all these numbers that I meet belong to a family that I call natural numbers natural numbers so how do you meet all the members of this family called natural numbers you have to start from one and count forever start from one one and that's important here you're starting from one and then you're counting forever count forever now what if you say you know what I don't want to start from one but I'm gonna start from zero I'm gonna start from zero and then I'm gonna do the same thing that you 
,,did that is count one two three four forever so one two three four five keep going so this also keeps going and then how far do you go you go forever you will never 
,,reach a point where you say oh I can't count one more number at least I've reached my last number there is no last number so you'll keep going now if you do this what is the main difference or the only difference it's that you have included zero you've started from zero when you do that and you meet all these members of this family this family is called whole numbers whole numbers so if you have to meet all the members of this family then what must you do you have to start from zero start from zero and then do the same thing count forever count forever so you can notice that the difference between this family called natural numbers and this family called whole numbers is not very big the main difference or the only difference is that this family four whole numbers you start from zero confer ever four natural numbers you start from one and count forever another way to say the same thing is that natural numbers is that family of numbers that contains all the numbers from 1 and 
,,that keeps going forever and ever the family of whole numbers is all those numbers that are contained in natural numbers all the numbers are natural which is here plus an extra number one extra number you add to this family of natural numbers you get whole numbers and what is that number that's zero
,,
Operations of While number,oY4EgyY12-s,hello children today i'm here to teach you chapter 3 in your textbook that's mathematical operations on whole numbers so in this lesson we are doing all four operations addition subtraction multiplication and division look at this one hindu arabic digits used in mathematics what are those so you already know that 0 1 2 3 4 5 6 7 8 and 9. those are the digits in hindu arabic number system the four operations used in mathematics what are the basic operations addition subtraction multiplication and division so we look at all four operations in this lesson with whole numbers look at this one addition of numbers how you get 6 0 plus 6 1 plus 5 6 or 2 plus 4 you get 6 3 plus 3 you get 6. so what are the ways you get 8 1 plus 7 2 plus 6 3 with 5 and 4 with 4. look at this one how you get 10 1 with 9 2 with 8 3 with seven four with six and five with five these are the possibilities you can get ten with one digit numbers twelve what are the ways we can get twelve one with 11 here you 
,,have to use 2 digit number there 12 you can write 2 with 10 3 with 9 4 with 8 5 with 7 and 6 with 6. so you can create numbers using addition of two numbers now we are adding zeros to any digit what happens zero plus zero zero one plus zero you get one two plus zero two three plus zero is three four plus zero is four and 5 plus 
,,0 is 5 so that means when you add 0 to any number you get the same original number give the answers to the addition of the following numbers just adding two digits two plus seven you get nine three plus four seven six plus four you get ten zero plus 7 you get this same answer 7 8 plus 4 12 9 plus 5 you get 14 3 plus 8. eleven nine plus eight seventeen six plus six you get twelve nine plus seven sixteen nine plus one ten four plus four you get eight find the value of twenty three plus forty 
